,location,total_sqft,bath,price,bhk
7408,Sarjapur  Road,2275.0,4.0,187.0,3
7410,Sarjapur  Road,1026.0,2.0,60.8,2
7412,Sarjapur  Road,1216.0,2.0,70.0,2
7413,Sarjapur  Road,1112.0,2.0,62.0,2
7415,Sarjapur  Road,1157.0,2.0,69.0,3
7417,Sarjapur  Road,1026.0,2.0,60.8,2
7419,Sarjapur  Road,1600.0,3.0,120.0,3
7421,Sarjapur  Road,1346.0,2.0,74.03,2
7422,Sarjapur  Road,475.0,1.0,26.0,1
7425,Sarjapur  Road,1660.0,2.0,116.0,3
7428,Sarjapur  Road,1346.0,2.0,69.61,2
7429,Sarjapur  Road,2089.0,3.0,148.0,3
7430,Sarjapur  Road,1612.0,3.0,98.38,3
7431,Sarjapur  Road,1290.0,2.0,88.0,2
7432,Sarjapur  Road,1371.0,2.0,86.0,2
7433,Sarjapur  Road,2140.0,3.0,139.0,3
7434,Sarjapur  Road,1044.0,2.0,55.0,2
7436,Sarjapur  Road,2180.0,4.0,180.0,3
7437,Sarjapur  Road,1691.0,3.0,119.0,3
7438,Sarjapur  Road,2206.0,4.0,180.0,3
7439,Sarjapur  Road,1309.0,2.0,69.5,2
7440,Sarjapur  Road,1691.0,3.0,100.0,3
7441,Sarjapur  Road,1367.0,2.0,80.0,2
7444,Sarjapur  Road,1984.0,4.0,148.0,3
7446,Sarjapur  Road,1346.0,2.0,74.03,2
7448,Sarjapur  Road,1112.0,2.0,58.0,2
7449,Sarjapur  Road,1340.0,2.0,75.0,2
7450,Sarjapur  Road,3500.0,3.0,275.0,3
7452,Sarjapur  Road,1132.0,2.0,70.0,2
7454,Sarjapur  Road,2425.0,5.0,195.0,4
7455,"Sarjapur Road,",1929.0,3.0,115.0,3
7456,"Sarjapur Road,",2425.0,4.0,173.0,4
7457,"Sarjapur Road,",1636.0,3.0,97.0,3
7458,"Sarjapur Road,",1936.0,3.0,139.0,3
7459,"Sarjapur Road,",1275.0,2.0,76.0,2
7460,"Sarjapur Road,",1182.0,2.0,64.0,2
7461,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
7462,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
7463,Sarjapura - Attibele Road,829.0,2.0,22.8,2
7464,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
7465,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
7466,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
7467,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
7468,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7469,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7470,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
7471,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7472,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
7473,Sarjapura - Attibele Road,740.0,1.0,23.65,1
7474,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
7475,Sarvabhouma Nagar,500.0,1.0,24.0,1
7476,Sarvabhouma Nagar,1012.0,2.0,42.0,2
7477,Sathya Layout,1504.0,2.0,100.0,3
7478,Sathya Layout,1504.0,2.0,102.0,3
7479,Sathya Sai Layout,5500.0,4.0,600.0,4
7480,Sathya Sai Layout,11338.0,9.0,1000.0,6
7481,Sathya Sai Layout,4104.0,4.0,360.0,4
7482,Sathya Sai Layout,4041.0,4.0,345.0,4
7483,Sathya Sai Layout,6652.0,6.0,510.0,4
7484,Sathya Sai Layout,6652.0,6.0,660.0,4
7485,Sathya Sai Layout,6688.0,6.0,700.0,4
7486,Sector 1 HSR Layout,1840.0,3.0,155.0,3
7487,Sector 1 HSR Layout,1533.0,3.0,150.0,3
7488,Sector 1 HSR Layout,600.0,2.0,120.0,2
7489,Sector 1 HSR Layout,6000.0,1.0,276.0,1
7490,Sector 1 HSR Layout,1804.0,3.0,150.0,3
7491,Sector 1 HSR Layout,1720.0,3.0,83.0,3
7492,Sector 1 HSR Layout,1684.0,3.0,86.0,3
7493,Sector 2 HSR Layout,1296.0,2.0,75.0,2
7494,Sector 2 HSR Layout,794.0,1.0,60.0,1
7495,Sector 2 HSR Layout,1143.0,2.0,65.0,2
7496,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7497,Sector 2 HSR Layout,1512.0,3.0,80.0,3
7498,Sector 2 HSR Layout,1332.0,2.0,101.0,2
7499,Sector 2 HSR Layout,1600.0,3.0,90.0,3
7500,Sector 2 HSR Layout,1231.0,2.0,66.0,2
7501,Sector 6 HSR Layout,3000.0,5.0,260.0,4
7502,Sector 6 HSR Layout,3800.0,3.0,580.0,3
7503,Sector 6 HSR Layout,3000.0,5.0,270.0,4
7504,Sector 7 HSR Layout,3000.0,5.0,275.0,4
7505,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7506,Sector 7 HSR Layout,1760.0,3.0,145.0,3
7507,Sector 7 HSR Layout,3900.0,3.0,300.0,3
7508,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7509,Sector 7 HSR Layout,1342.0,2.0,115.0,2
7510,Sector 7 HSR Layout,1760.0,3.0,160.0,3
7511,Sector 7 HSR Layout,1760.0,3.0,142.0,3
7512,Sector 7 HSR Layout,2400.0,2.0,195.0,3
7513,Sector 7 HSR Layout,1760.0,3.0,185.0,3
7514,Sector 7 HSR Layout,1162.0,2.0,98.77,2
7515,Seegehalli,901.0,2.0,35.14,2
7517,Seegehalli,800.0,1.0,50.0,2
7519,Seegehalli,1118.0,2.0,37.5,2
7520,Seegehalli,1200.0,2.0,62.0,3
7521,Seegehalli,1155.0,2.0,72.0,2
7522,Seegehalli,1830.0,4.0,82.0,3
7523,Seegehalli,4000.0,3.0,235.0,3
7526,Seegehalli,1096.0,2.0,41.0,2
7528,Seegehalli,920.0,2.0,27.0,2
7529,Seegehalli,1553.0,3.0,68.0,3
7530,Seegehalli,1639.0,3.0,120.0,3
7531,Seegehalli,3000.0,4.0,235.0,3
7532,Seegehalli,1134.0,2.0,45.0,2
7533,Seegehalli,1683.0,3.0,80.0,3
7534,Seegehalli,1176.0,2.0,50.0,2
7535,Seegehalli,3000.0,4.0,240.0,3
7536,Seetharampalya,1515.0,3.0,88.0,3
7537,Seetharampalya,1166.0,2.0,53.0,2
7538,Seetharampalya,1100.0,2.0,55.0,2
7539,Seetharampalya,1350.0,3.0,68.0,3
7540,Seetharampalya,1500.0,3.0,90.0,3
7541,Seetharampalya,1360.0,2.0,73.0,3
7542,Seshadripuram,600.0,3.0,75.0,2
7543,Seshadripuram,1217.0,2.0,164.0,2
7544,Shampura,2650.0,4.0,150.0,4
7545,Shampura,1200.0,2.0,53.0,2
7546,Shampura,700.0,1.0,35.0,2
7547,Shampura,1400.0,3.0,70.0,3
7548,Shampura,1475.0,3.0,78.0,3
7549,Shampura,1700.0,3.0,75.0,3
7550,Shankarapuram,3060.0,4.0,350.0,4
7551,Shankarapuram,925.0,2.0,100.0,2
7552,Shanthala Nagar,1630.0,2.0,200.0,2
7553,Shanthala Nagar,1450.0,1.0,230.0,2
7554,Shanthala Nagar,1600.0,3.0,180.0,3
7555,Shanthala Nagar,3290.0,4.0,460.0,3
7556,Shanthi Layout,1280.0,3.0,87.0,3
7557,Shanti Nagar,1602.0,2.0,165.0,3
7558,Shanti Nagar,1602.0,2.0,170.0,3
7559,Shanti Nagar,3000.0,4.0,240.0,4
7560,Shanti Nagar,1130.0,2.0,74.0,2
7561,Shanti Nagar,1130.0,2.0,75.0,2
7562,Shanti Nagar,2250.0,3.0,180.0,3
7563,Shantiniketan Layout,1500.0,2.0,115.0,2
7564,Shantiniketan Layout,2072.0,3.0,108.0,3
7565,Shantiniketan Layout,925.0,2.0,48.0,2
7566,Shantiniketan Layout,2710.0,5.0,142.0,4
7567,Shettigere,660.0,1.0,35.0,1
7568,Shetty Halli,8000.0,5.0,550.0,5
7569,Shikaripalya,1121.0,2.0,43.72,2
7570,Shikaripalya,1442.0,3.0,56.24,3
7571,Shikaripalya,1555.0,2.0,67.0,3
7572,Shikaripalya,1532.0,3.0,59.75,3
7573,Shikaripalya,1025.0,2.0,39.98,2
7574,Shingapura,1350.0,2.0,45.0,1
7575,Shingapura,1255.0,2.0,60.0,3
7576,Shirdi Sai Layout,1200.0,3.0,95.0,4
7577,Shivaji Nagar,850.0,2.0,55.0,2
7578,Shivaji Nagar,1554.0,3.0,130.0,2
7579,Shivaji Nagar,3820.0,1.0,306.0,1
7580,Shivaji Nagar,703.0,2.0,49.5,2
7581,Shivaji Nagar,1460.0,2.0,90.0,3
7582,Shivaji Nagar,600.0,1.0,65.0,2
7583,Shree Ananth Nagar Layout,2040.0,2.0,59.0,2
7584,Shree Ananth Nagar Layout,1176.0,2.0,45.0,3
7585,Shree Ananth Nagar Layout,1080.0,2.0,38.0,2
7586,Siddapura,14000.0,3.0,800.0,4
7587,Siddapura,1275.0,2.0,105.0,2
7588,Siddapura,1150.0,2.0,90.0,2
7589,Siddapura,5480.0,4.0,400.0,3
7590,Sidedahalli,900.0,2.0,27.0,2
7591,Sidedahalli,900.0,1.0,52.3,1
7592,Sidedahalli,750.0,2.0,20.0,2
7593,Sidedahalli,900.0,2.0,25.0,2
7594,Sidedahalli,1200.0,1.0,50.0,2
7595,Silk Board,1300.0,3.0,58.0,3
7596,Silk Board,1435.0,2.0,60.0,3
7597,Silk Board,1250.0,3.0,54.0,3
7598,Silver Springs Layout,1084.0,2.0,50.0,2
7599,Silver Springs Layout,1550.0,2.0,70.0,3
7600,Singanayakanahalli,1480.0,2.0,75.0,3
7601,Singapura Village,825.0,2.0,35.0,2
7602,Singapura Village,985.0,2.0,45.0,2
7603,Singapura Village,970.0,2.0,45.0,2
7605,Singasandra,1030.0,2.0,55.0,2
7606,Singasandra,3850.0,6.0,195.0,4
7607,Singasandra,1100.0,2.0,52.0,2
7609,Singasandra,1300.0,2.0,65.0,2
7612,Singasandra,1010.0,2.0,40.0,2
7613,Singasandra,1375.0,2.0,58.0,2
7614,Singasandra,1120.0,2.0,60.0,2
7615,Singasandra,1510.0,3.0,75.0,3
7616,Singasandra,1179.0,2.0,56.0,2
7617,Singasandra,1416.0,2.0,67.0,2
7618,Singasandra,1476.0,2.0,73.0,3
7619,Singasandra,1139.7,2.0,45.0,2
7620,Singasandra,1465.0,2.0,60.0,2
7622,Singasandra,1653.0,3.0,85.0,3
7623,Singena Agrahara,1500.0,3.0,115.0,3
7624,Sneha Colony,1050.0,2.0,110.0,2
7625,Somasundara Palya,1255.0,2.0,67.0,2
7626,Somasundara Palya,1448.0,2.0,68.0,2
7628,Somasundara Palya,1178.0,2.0,73.0,2
7629,Somasundara Palya,1260.0,2.0,60.0,2
7630,Somasundara Palya,1033.0,2.0,48.0,2
7631,Somasundara Palya,1329.0,2.0,70.0,2
7632,Somasundara Palya,2372.0,3.0,140.0,3
7633,Somasundara Palya,1185.0,2.0,70.0,2
7637,Somasundara Palya,2400.0,3.0,140.0,4
7638,Somasundara Palya,1650.0,3.0,95.0,3
7639,Somasundara Palya,1186.0,2.0,72.0,2
7641,Someshwara Layout,1200.0,4.0,169.0,4
7642,Sompura,825.0,2.0,33.0,2
7643,Sompura,1025.0,2.0,37.0,3
7644,Sompura,1020.0,2.0,41.0,2
7645,Sompura,1126.0,2.0,39.0,2
7646,Sompura,825.0,2.0,32.0,2
7647,Sompura,1360.0,2.0,45.0,3
7648,Sompura,1350.0,2.0,47.0,3
7649,Sompura,2150.0,3.0,85.0,4
7651,Sonnenahalli,896.0,2.0,43.75,2
7652,Sonnenahalli,1120.0,2.0,43.0,2
7653,Sonnenahalli,1100.0,2.0,44.0,2
7654,Sonnenahalli,1011.0,2.0,50.53,2
7655,Sonnenahalli,614.5,1.0,30.715,1
7656,Sonnenahalli,1484.0,3.0,74.18,3
7657,Sonnenahalli,1610.0,3.0,80.48,3
7658,Sonnenahalli,1415.0,2.0,65.0,3
7659,Sonnenahalli,1268.0,2.0,58.0,2
7660,Sonnenahalli,1268.0,2.0,56.0,2
7661,Sonnenahalli,605.0,1.0,30.24,1
7662,Sonnenahalli,1484.0,3.0,75.0,3
7663,Soundarya Layout,960.0,2.0,32.0,2
7664,Sri Balaji Krupa Layout,3200.0,4.0,270.0,4
7665,Sri Sai Layout,1195.0,2.0,42.4,2
7666,Sri Venkateshpura Layout,1050.0,2.0,49.5,2
7667,Srinagar,1080.0,3.0,149.0,3
7668,Srinivas Colony,2750.0,3.0,943.0,3
7669,Srinivasa Nagar,1180.0,2.0,78.34,3
7670,Srinivasa Nagar,900.0,2.0,55.0,2
7671,Srinivasa Nagar,900.0,2.0,45.0,2
7672,Srinivasa Nagar,1200.0,2.0,75.6,3
7673,Srirampura,1230.0,2.0,55.0,2
7674,Srirampura,2736.0,4.0,130.0,4
7675,Srirampuram,1485.0,2.0,156.0,3
7676,Srirampuram,1200.0,2.0,100.0,3
7677,St. John's Road,824.0,2.0,60.0,2
7678,St. John's Road,4000.0,4.0,630.0,4
7679,Stage-4 Bommanahalli,1455.0,2.0,55.0,3
7680,Stage-4 Bommanahalli,1400.0,3.0,53.0,3
7681,Subash Nagar,900.0,2.0,55.0,2
7682,Subramanyapura,929.0,2.0,50.17,2
7683,Subramanyapura,1200.0,2.0,52.0,2
7684,Subramanyapura,975.0,2.0,58.0,2
7685,Subramanyapura,1277.0,2.0,55.0,2
7686,Subramanyapura,985.0,2.0,58.0,2
7687,Subramanyapura,1245.0,2.0,68.0,3
7688,Subramanyapura,1313.0,2.0,73.0,2
7689,Subramanyapura,1313.0,2.0,66.5,2
7690,Subramanyapura,1255.0,2.0,79.0,3
7691,Subramanyapura,1330.0,3.0,72.0,3
7692,Subramanyapura,929.0,2.0,48.0,2
7693,Subramanyapura,950.0,2.0,55.0,2
7694,Subramanyapura,929.0,2.0,56.0,2
7696,Subramanyapura,1260.0,2.0,76.0,3
7698,Subramanyapura,960.0,2.0,55.0,2
7699,Subramanyapura,1260.0,2.0,73.0,3
7701,Subramanyapura,1278.0,3.0,70.0,3
7702,Subramanyapura,929.0,2.0,49.0,2
7703,Subramanyapura,1260.0,2.0,75.0,3
7704,Subramanyapura,1000.0,2.0,45.0,2
7706,Subramanyapura,929.0,1.0,51.0,2
7707,Subramanyapura,1880.0,3.0,110.0,3
7709,Suddaguntepalya,1425.0,3.0,55.0,3
7710,Suddaguntepalya,1400.0,2.0,56.0,3
7711,Sultan Palaya,1700.0,3.0,120.0,3
7712,Sultan Palaya,1100.0,2.0,45.0,2
7713,Sultan Palaya,900.0,2.0,45.0,2
7714,Sultan Palaya,870.0,2.0,65.0,2
7715,Sultan Palaya,1765.0,3.0,80.0,3
7716,Sultan Palaya,1713.0,3.0,125.0,3
7717,Sultan Palaya,1009.0,2.0,65.0,2
7718,Sultan Palaya,5000.0,5.0,325.0,4
7719,Sultan Palaya,1070.0,2.0,49.0,2
7720,Sunkadakatte,2000.0,5.0,80.0,4
7721,Sunkadakatte,1200.0,3.0,68.0,3
7722,Sunkadakatte,600.0,1.0,24.0,1
7723,Surabhi Layout,1753.0,3.0,120.0,3
7724,Surabhi Layout,1750.0,3.0,120.0,3
7725,Suraksha Nagar,1569.0,3.0,70.0,3
7726,Suraksha Nagar,1559.0,3.0,62.0,3
7727,Suraksha Nagar,1563.0,3.0,63.0,3
7728,Syndicate Bank Colony,1500.0,4.0,240.0,4
7729,T Dasarahalli,1200.0,3.0,130.0,3
7730,T.C PALYA,1230.0,2.0,75.0,2
7731,TC Palaya,1475.0,3.0,98.0,3
7732,TC Palaya,1200.0,2.0,60.0,2
7737,TC Palaya,1240.0,2.0,60.0,2
7738,TC Palaya,1500.0,2.0,100.0,3
7739,TC Palaya,1200.0,2.0,65.0,2
7740,TC Palaya,1200.0,2.0,70.0,2
7741,TC Palaya,900.0,2.0,55.0,2
7744,TC Palaya,4800.0,3.0,302.0,4
7745,TC Palaya,1000.0,2.0,64.0,2
7747,TC Palaya,900.0,2.0,55.0,2
7748,TC Palaya,1200.0,2.0,66.0,2
7751,TC Palaya,900.0,2.0,55.0,2
7753,TC Palaya,900.0,2.0,55.0,2
7756,TC Palaya,1200.0,2.0,65.0,2
7757,TC Palaya,1500.0,2.0,75.0,2
7759,TC Palaya,1000.0,2.0,70.0,2
7760,TC Palaya,1100.0,2.0,65.0,2
7764,TC Palaya,1800.0,2.0,80.0,2
7766,TC Palaya,1200.0,2.0,70.0,2
7767,TC Palaya,1350.0,1.0,55.0,1
7768,TC Palaya,900.0,2.0,55.0,2
7769,TC Palaya,900.0,2.0,55.0,2
7770,TC Palaya,1082.0,2.0,64.0,2
7774,TC Palaya,1152.0,2.0,55.0,2
7778,Tala Cauvery Layout,1580.0,3.0,100.0,3
7779,Tala Cauvery Layout,1030.0,2.0,61.0,2
7780,Tala Cauvery Layout,1340.0,2.0,77.0,2
7781,Talaghattapura,1868.0,3.0,131.0,3
7782,Talaghattapura,2038.5,3.0,120.0,3
7783,Talaghattapura,2106.0,3.0,126.0,3
7784,Talaghattapura,1868.0,3.0,121.0,3
7785,Talaghattapura,2106.0,3.0,126.0,3
7786,Talaghattapura,1868.0,3.0,135.0,3
7787,Talaghattapura,1856.0,3.0,135.0,3
7788,Talaghattapura,1868.0,3.0,120.0,3
7789,Talaghattapura,1804.0,3.0,115.0,3
7790,Talaghattapura,1856.0,3.0,135.0,3
7791,Talaghattapura,2254.0,3.0,153.0,3
7792,Talaghattapura,2106.0,3.0,148.0,3
7793,Talaghattapura,1856.0,3.0,135.0,3
7794,Talaghattapura,2273.0,3.0,159.0,3
7795,Talaghattapura,2099.0,3.0,147.0,3
7796,Talaghattapura,1100.0,2.0,50.0,2
7797,Talaghattapura,1100.0,2.0,49.49,2
7798,Talaghattapura,1575.0,3.0,80.0,3
7799,Talaghattapura,2273.0,3.0,145.0,3
7800,Talaghattapura,1175.0,2.0,62.0,2
7801,Talaghattapura,1804.0,3.0,127.0,3
7802,Talaghattapura,1062.0,2.0,42.48,2
7803,Talaghattapura,2038.5,3.0,122.0,3
7804,Talaghattapura,1800.0,3.0,84.0,3
7805,Talaghattapura,2265.0,3.0,159.0,3
7806,Talaghattapura,2099.0,3.0,134.0,3
7807,Tasker Town,950.0,2.0,60.0,2
7808,Tasker Town,930.0,1.0,55.0,2
7809,Tata Nagar,1500.0,3.0,70.0,3
7810,Tata Nagar,1504.0,3.0,67.0,3
7811,Tavarekere,1250.0,3.0,40.0,3
7812,Tavarekere,2700.0,3.0,90.0,4
7813,Teachers Colony,3000.0,4.0,240.0,4
7814,Tejaswini Nagar,1425.0,2.0,75.0,3
7815,Tejaswini Nagar,1550.0,3.0,59.0,3
7816,Tejaswini Nagar,1410.0,2.0,54.0,3
7817,Tejaswini Nagar,1410.0,2.0,54.0,3
7818,Tejaswini Nagar,720.0,1.0,28.0,1
7819,Telecom Layout,1200.0,1.0,54.0,2
7820,Telecom Layout,1200.0,2.0,54.0,2
7821,Thanisandra,510.0,1.0,25.25,1
7822,Thanisandra,1296.0,2.0,80.0,2
7824,Thanisandra,2144.0,3.0,145.0,3
7826,Thanisandra,445.0,1.0,28.0,1
7827,Thanisandra,1296.0,2.0,83.0,2
7829,Thanisandra,2144.0,3.0,135.0,3
7831,Thanisandra,1093.0,2.0,70.0,2
7832,Thanisandra,1265.0,2.0,79.0,3
7833,Thanisandra,1651.0,3.0,97.38,3
7834,Thanisandra,1265.0,2.0,85.0,2
7835,Thanisandra,510.0,1.0,25.25,1
7836,Thanisandra,776.5,2.0,48.145,1
7837,Thanisandra,1564.0,3.0,101.0,3
7839,Thanisandra,1847.0,3.0,123.0,3
7841,Thanisandra,1697.0,3.0,114.0,3
7843,Thanisandra,3500.0,5.0,160.0,6
7844,Thanisandra,1573.0,3.0,95.0,3
7845,Thanisandra,1917.0,3.0,122.0,3
7846,Thanisandra,693.0,1.0,34.3,1
7847,Thanisandra,1098.0,2.0,68.0,2
7848,Thanisandra,760.0,1.0,50.3,1
7851,Thanisandra,2002.0,3.0,112.0,3
7856,Thanisandra,1697.0,3.0,115.0,3
7857,Thanisandra,1380.0,1.0,62.1,1
7858,Thanisandra,923.0,1.0,60.84,1
7860,Thanisandra,923.0,1.0,45.69,1
7862,Thanisandra,1296.0,2.0,72.0,2
7864,Thanisandra,1698.0,3.0,102.0,3
7865,Thanisandra,1411.0,3.0,93.04,3
7866,Thanisandra,1996.0,3.0,135.0,3
7867,Thanisandra,1801.0,3.0,115.0,3
7868,Thanisandra,1265.0,2.0,82.0,2
7870,Thanisandra,1917.0,4.0,113.0,3
7871,Thanisandra,662.0,1.0,42.0,1
7873,Thanisandra,1948.0,3.0,130.0,3
7875,Thanisandra,1098.0,2.0,74.0,2
7877,Thanisandra,1564.0,3.0,104.0,3
7883,Thanisandra,2127.0,3.0,135.0,3
7885,Thanisandra,1276.0,2.0,75.0,2
7886,Thanisandra,693.0,1.0,34.3,1
7887,Thanisandra,2259.0,5.0,135.0,4
7888,Thanisandra,1265.0,2.0,78.0,2
7890,Thanisandra,934.0,2.0,55.0,2
7891,Thanisandra,1056.0,2.0,68.0,2
7892,Thanisandra,1595.0,3.0,110.0,3
7893,Thanisandra,1411.0,3.0,93.15,3
7894,Thanisandra,1093.0,2.0,68.1,2
7896,Thanisandra,1093.0,2.0,72.0,2
7898,Thanisandra,1698.0,3.0,107.0,3
7899,Thanisandra,1564.0,3.0,105.0,3
7900,Thanisandra,1265.0,2.0,83.0,2
7901,Thanisandra,784.0,1.0,35.285,1
7902,Thanisandra,965.0,2.0,56.0,2
7903,Thanisandra,1546.0,3.0,95.0,3
7904,Thanisandra,777.0,1.0,38.535,1
7905,Thanisandra,1697.0,3.0,110.0,3
7906,Thanisandra,1492.0,3.0,88.0,3
7907,Thanisandra,2072.0,3.0,122.0,3
7908,Thanisandra,1880.0,3.0,120.0,3
7909,Thanisandra,760.0,1.0,50.0,1
7911,Thanisandra,933.0,2.0,58.0,1
7912,Thanisandra,1917.0,3.0,110.0,3
7913,Thanisandra,1996.0,4.0,123.0,3
7914,Thanisandra,1183.0,2.0,77.25,2
7915,Thanisandra,1491.0,3.0,88.0,3
7917,Thanisandra,662.0,1.0,29.0,1
7919,Thanisandra,1564.0,3.0,100.0,3
7920,Thanisandra,662.0,1.0,45.0,1
7921,Thanisandra,1573.0,3.0,98.0,3
7922,Thanisandra,1262.0,2.0,83.0,3
7923,Thanisandra,1056.0,2.0,65.0,2
7925,Thanisandra,1702.0,3.0,115.0,3
7926,Thanisandra,1343.0,2.0,75.0,2
7927,Thanisandra,1935.0,4.0,122.0,3
7928,Thanisandra,933.0,2.0,55.0,2
7929,Thanisandra,1183.0,2.0,77.3,2
7930,Thanisandra,662.0,1.0,38.0,1
7931,Thanisandra,1265.0,2.0,72.0,2
7932,Thanisandra,1595.0,3.0,105.0,3
7934,Thanisandra,580.0,1.0,27.5,1
7935,Thanisandra,2087.0,4.0,139.0,3
7937,Thanisandra,1098.0,2.0,71.0,2
7938,Thanisandra,1411.0,3.0,93.25,3
7941,Thanisandra,1732.0,3.0,112.0,3
7942,Thanisandra,933.0,1.0,61.0,1
7943,Thanisandra,1702.0,3.0,107.0,3
7944,Thanisandra,747.0,1.0,34.355,1
7945,Thanisandra,2030.0,4.0,125.0,3
7947,Thanisandra,1948.0,4.0,129.0,4
7948,Thanisandra,1573.0,3.0,90.0,3
7949,Thanisandra,1056.0,2.0,70.0,2
7950,Thanisandra,1595.0,3.0,96.0,3
7953,Thanisandra,1245.0,2.0,83.05,2
7954,Thanisandra,1261.0,2.0,80.0,3
7955,Thanisandra,1884.0,4.0,117.0,3
7956,Thanisandra,965.0,2.0,54.0,2
7957,Thanisandra,1930.0,4.0,122.0,3
7958,Thanisandra,777.0,1.0,38.46,1
7960,Thanisandra,1930.0,4.0,120.0,3
7961,Thanisandra,760.0,1.0,50.4,1
7962,Thanisandra,663.0,1.0,32.82,1
7963,Thanisandra,1801.0,3.0,115.0,3
7964,Thanisandra,1806.0,6.0,116.0,3
7965,Thanisandra,3671.0,4.0,220.0,4
7967,Thanisandra,1305.0,2.0,90.0,2
7968,Thanisandra,1965.0,4.0,125.0,3
7969,Thanisandra,1573.0,3.0,100.0,3
7972,Thanisandra,1917.0,4.0,130.0,4
7974,"Thanisandra Main Road,",2357.0,3.0,151.0,3
7975,"Thanisandra Main Road,",2872.0,4.0,183.0,4
7976,Thanisandra main road,3144.0,3.0,455.0,3
7977,Thanisandra main road,4110.0,4.0,590.0,4
7978,Thanisandra main road,4209.0,4.0,602.0,4
7979,Thigalarapalya,3122.0,6.0,230.0,4
7981,Thigalarapalya,1297.0,2.0,103.0,2
7982,Thigalarapalya,1418.0,2.0,95.0,2
7983,Thigalarapalya,3122.0,6.0,235.0,4
7984,Thigalarapalya,3122.0,6.0,245.0,4
7986,Thigalarapalya,1418.0,2.0,103.0,2
7987,Thigalarapalya,1418.0,2.0,101.0,2
7988,Thigalarapalya,1418.0,2.0,104.0,2
7990,Thigalarapalya,3122.0,5.0,225.0,4
7991,Thigalarapalya,2912.0,6.0,210.0,4
7992,Thigalarapalya,1418.0,2.0,103.0,2
7993,Thigalarapalya,2072.0,4.0,159.0,3
7995,Thigalarapalya,1418.0,2.0,106.0,2
7997,Thigalarapalya,1418.0,2.0,104.0,2
7998,Thigalarapalya,3122.0,6.0,237.0,4
7999,Thigalarapalya,1418.0,2.0,105.0,2
8000,Thigalarapalya,1418.0,2.0,104.0,2
8003,Thigalarapalya,1418.0,2.0,106.0,2
8004,Thigalarapalya,2072.0,4.0,155.0,3
8005,Thigalarapalya,1830.0,4.0,135.0,3
8006,Thigalarapalya,1418.0,2.0,105.0,2
8007,Thigalarapalya,2072.0,4.0,160.0,3
8011,Thigalarapalya,2072.0,4.0,160.0,3
8012,Thigalarapalya,2072.0,4.0,155.0,3
8013,Thigalarapalya,3122.0,6.0,235.0,4
8014,Thigalarapalya,2072.0,4.0,153.0,3
8016,Thigalarapalya,2072.0,4.0,157.0,3
8017,Thigalarapalya,1418.0,2.0,105.0,2
8018,Thigalarapalya,3362.0,5.0,249.0,4
8019,Thigalarapalya,3122.0,6.0,245.0,4
8022,Thigalarapalya,4190.0,4.0,325.0,4
8026,Thigalarapalya,1400.0,2.0,105.0,2
8028,Thigalarapalya,1297.0,2.0,98.0,2
8030,Thippasandra,650.0,1.0,30.0,1
8031,Thippasandra,660.0,1.0,30.0,1
8032,Thirumenahalli,1378.0,2.0,42.33,3
8033,Thirumenahalli,1100.0,2.0,39.5,2
8034,Thirumenahalli,1161.0,2.0,36.69,2
8035,Thirumenahalli,1161.0,2.0,36.69,2
8036,Thirumenahalli,1100.0,2.0,70.0,2
8037,Thirumenahalli,1602.0,3.0,56.0,3
8038,Thomas Town,1250.0,2.0,59.0,2
8039,Thubarahalli,3800.0,4.0,239.0,4
8040,Thubarahalli,1200.0,2.0,78.0,2
8041,Thubarahalli,1128.0,2.0,75.0,2
8042,Thubarahalli,1185.0,2.0,65.0,2
8043,Thubarahalli,975.0,2.0,55.0,2
8044,Thubarahalli,1330.0,2.0,75.0,2
8045,Thubarahalli,1085.0,2.0,70.0,2
8046,Thubarahalli,1216.0,2.0,80.0,2
8047,Thubarahalli,1200.0,2.0,79.0,2
8048,Thubarahalli,1200.0,2.0,80.0,2
8049,Thubarahalli,1200.0,2.0,79.55,2
8051,Thubarahalli,2625.0,3.0,175.0,3
8052,Thubarahalli,975.0,2.0,50.0,2
8054,Thubarahalli,1584.0,3.0,101.0,3
8055,Thyagaraja Nagar,800.0,1.0,100.0,1
8056,Thyagaraja Nagar,2000.0,4.0,145.0,5
8057,Thyagaraja Nagar,1270.0,2.0,95.25,3
8058,Thyagaraja Nagar,1040.0,2.0,68.0,2
8059,Tigalarpalya,1998.0,3.0,117.0,3
8060,Tindlu,1500.0,2.0,87.0,3
8061,Tindlu,7500.0,7.0,400.0,7
